Date,Name,,Ratings,Dugan Ratings,Name,Year,Name,Review,Watched Date,Name,Liked
2024-05-16,Shrek,,4.5,9,Legally Blonde,2001,Bad Santa,I just know grandma can fix up a delicious sandwich,2025-12-04,Shiva Baby,Yes
2024-05-16,Maestro,,2.5,5,The Kentucky Fried Movie,1977,Gremlins,I’d give up bacon and games for Gizmo,2025-12-08,Rear Window,Yes
2024-05-16,The Royal Tenenbaums,,2.5,5,Eurovision Song Contest: The Story of Fire Saga,2020,A Muppet Family Christmas,"Why has nobody told me there’s a Sesame Street x muppets Christmas crossover, and that it’s peak🥹",2025-12-08,Zootopia 2,Yes
2024-05-16,Hereditary,,4,8,Heathers,1989,The Year Without a Santa Claus,"Snow Miser supremacy.

SM: “friends call me Snow Miser”
HM: “they call me Heat Miser”

🤣🫵he doesn’t even have friends",2025-12-11,Jay Kelly,Yes
2024-05-16,Bullet Train,,3.5,7,Guns Akimbo,2019,Scrooged,"I didn’t know Christmas Carol could be butchered this badly, who knew cranky old Scrooge was so much more likable",2025-12-12,Companion,Yes
2024-05-16,Free Guy,,3,6,City Slickers,1991,Santa Claus Is Comin' to Town,"“Please, call me Winter”

These goddamn Clauses don’t even get his name right after 60 years",2025-12-13,Dazed and Confused,Yes
2024-05-16,Murder Mystery,,1.5,3,"Crazy, Stupid, Love.",2011,The Christmas Tree,"“SEIZE THAT WOMAN”

Greatest terrible Christmas movie ever made",2025-12-13,Sentimental Value,Yes
2024-05-16,A Few Good Men,,4.5,9,Five Nights at Freddy's,2023,Four Christmases,I strive to be as good at taboo as Jon Favreau,2025-12-14,If I Had Legs I'd Kick You,Yes
2024-05-16,Storks,,3,6,Kung Fu Panda,2008,The Apartment,"Definitely not a Christmas movie. Haven’t wanted a character to succeed this much since Rosemary’s Baby, and it happens this time!!",2025-12-17,Harry Potter and the Goblet of Fire,Yes
2024-05-17,Split,,3.5,7,The Rocky Horror Picture Show,1975,Tokyo Godfathers,"This has no right having that good of a final chase out of nowhere, I was stressing over silly dramedy all of a sudden. Also probably not a Christmas movie? 50/50 depends on the day",2025-12-19,KPop Demon Hunters,Yes
2024-05-23,Interstellar,,4.5,9,Hotel Transylvania 2,2015,How the Grinch Stole Christmas,"I can’t think of a movie that has been carried harder by a performance, Jim Carrey is 1 of 1",2025-12-21,Bob Trevino Likes It,Yes
2024-06-01,Furiosa: A Mad Max Saga,,3.5,7,Shane Gillis: Beautiful Dogs,2023,Miracle on 34th Street,Christmas movies made in the 90s have no need going so hard with the fits,2025-12-23,Thief,Yes
2024-06-16,Inside Out 2,,4.5,9,Kung Fu Panda 2,2011,Marty Supreme,"Sweating for 2 and a half hours watching this, was as tired as a 5k",2025-12-26,The Pursuit of Happyness,Yes
2024-08-20,Deadpool & Wolverine,,3.5,7,Set It Up,2018,Wake Up Dead Man,Weirdly one of the most festive feeling things I’ve seen in December this year? I have no idea why,2025-12-27,,
2024-08-20,Kiki's Delivery Service,,4,8,The Muppet Christmas Carol,1992,Black Bag,"My brain hurts, this is the biggest headache from a movie since Brick. Very cool watch though, wish I cared about their marriage a bit more",2025-12-27,,
2024-08-20,Hit Man,,4,8,Dungeons & Dragons: Honor Among Thieves,2023,Sovereign,Feel good movie of the year😁👍,2025-12-28,,
2024-08-20,Full Metal Jacket,,3.5,7,BlackBerry,2023,Everybody Wants Some!!,"Simply a good time, can’t wait to watch again sometime in May. Could be a little funnier or more time with Jake and Beverly, but worth a watch",2025-12-28,,
2024-08-21,Alien: Romulus,,3,6,Killers of the Flower Moon,2023,Warfare,Between this and Marty Supreme I’m way too stressed going into 2026,2026-01-02,,
2024-08-27,Manos: The Hands of Fate,,0.5,1,Rango,2011,The Rapsittie Street Kids: Believe in Santa,Heard rumors it was animated on Kid Pix by a 5th grade technology class,2026-01-03,,
2024-08-27,Nazis at the Center of the Earth,,1,2,Hot Tub Time Machine,2010,Train Dreams,"Best looking movie of 2025? Probably. Also depressing, was not ready to get hit in the chest like that",2026-01-03,,
2024-08-28,The Killing,,3.5,7,Paddington,2014,The Edge of Seventeen,Still a sucker for coming of age movies in the big 2026. A little by the book but the relationships are so genuine that it really works,2026-01-04,,
2024-09-09,Rebel Ridge,,4.5,9,Burn After Reading,2008,Frankenstein,"Maybe 3.5? Idk yet. Very good performances, but it just didn’t connect with me. Also the rumors of it sweeping the technical Oscar’s is insane to me",2026-01-05,,
2024-09-15,The Jerk,,2,4,Drive-Away Dolls,2024,Pom Poko,"The densest movie I’ve seen in awhile. So much happens, it’s all over the place, but very creative. Not the funniest ghibli even though it’s a comedy? Also has a near 10/10 scene at the end that I was not ready for. Ghibli has melted my brain again",2026-01-05,,
2024-09-16,Boy Kills World,,2.5,5,Dune: Part Two,2024,Train to Busan,"Seriously spoiler ahead
.
.
.
.
.
.
.
.
.
.
.
.
.
.
Husband sacrifice >>> dad sacrifice. Only way the dad’s death is better is cause the daughter is giving the crying performances I’ve seen in so so long",2026-01-06,,
2024-09-16,Your Lucky Day,,2,4,Looper,2012,Bugonia,"Feel like I would’ve gotten more from this if I didn’t watch what it was based off beforehand, the big will it, won’t it ending is less impactful when you know what’s gonna happen. Made very well though",2026-01-07,,
2024-10-04,Kill Bill: Vol. 2,,2,4,Howl's Moving Castle,2004,Shiva Baby,"AAAAAAAAAAAHHHHHHHHHHHHHHHHHH

Scariest horror movie I’ve seen since i don’t know when. Questions about life after college and uncomfortable situations? Giving me PTSD out here",2026-01-07,,
2024-10-04,Upgrade,,4,8,Ocean's Eleven,2001,Daisies,There’s nothing here *cue John travolta looking around in pulp fiction,2026-01-08,,
2024-10-17,Room,,4,8,Kingdom of the Planet of the Apes,2024,Rear Window,"Grown-ass 250 lb man 0
Camera flash 1 

Also is this pro-creep on your neighbors?🧐",2026-01-08,,
2024-11-19,Red One,,2,4,Léon: The Professional,1994,Zootopia 2,Wouldn’t be mad about 3 more of these if they’re all gonna be this funny,2026-01-10,,
2024-12-16,The Star Wars Holiday Special,,0.5,1,The Emperor's New Groove,2000,Moonlight,"So well made, everything about this on the technical side is one of a kind and gorgeous to watch unfold. I just wish I knew what any of these characters wanted, if that makes sense at all",2026-01-11,,
2024-12-17,Jingle All the Way,,4,8,Dawn of the Planet of the Apes,2014,Jay Kelly,"Surprise of 2025 for me, was not expecting to love this going in, but was very surprised how invested I was in these characters. Especially Sandler, written so well and performed Oscar nominations worthy👀",2026-01-12,,
2024-12-17,Anna and the Apocalypse,,2.5,5,War for the Planet of the Apes,2017,Blue Moon,"This is the opposite of my kind of movie. If I wanted to see a play, I would go see a play",2026-01-13,,
2024-12-17,Twisted,,1.5,3,Sky High,2005,Companion,"Goddamn that “go to sleep” reveal would’ve been so sick if I didn’t know going in. So fun though, even if it’s giving all Kat’s a bad name",2026-01-14,,
2024-12-17,Porco Rosso,,4.5,9,Scott Pilgrim Takes Off,2023,Dazed and Confused,"Didn’t hit as hard as Everybody Wants Some, maybe cause this wasn’t high school for me at all. 
But I do love seeing douche Ben Affleck, it just comes so natural to him for some reason",2026-01-15,,
2024-12-17,Just Friends,,3,6,Cars,2006,The Rip,"I’m glad I watched it so the workers can get their bonuses, but that was poop",2026-01-19,,
2025-01-04,Nosferatu,,3.5,7,Monsters University,2013,Beast of War,According to this movie “based on real events” Japanese soldiers care more about Sake than any other survival equipment,2026-01-20,,
2025-01-16,Snack Shack,,4.5,9,The Princess and the Frog,2009,Freaky Tales,Tom Hanks cameo is so peak🥹,2026-01-21,,
2025-01-16,A Complete Unknown,,4,8,Kong: Skull Island,2017,Sentimental Value,"Maybe a 4.5 stars, idk yet but I wanna watch this again. The scene with the two sisters🥲, might’ve been the only time I’ve teared up from a 2025 movie",2026-01-22,,
2025-01-19,Honey Boy,,4,8,Bee Movie,2007,If I Had Legs I'd Kick You,"Can’t wait to watch Hamnet cause Rose is supposed to lose to Jessie Buckley?👀 What a bad movie for my blood pressure, can’t wait to never watch again",2026-01-22,,
2025-01-19,Love & Mercy,,3,6,ParaNorman,2012,Ballad of a Small Player,"May be the worst script I’ve seen since Amsterdam (2022) and I do not say that lightly. Farrell, Swinton, and Berger tried to make the most out of what was given to them, but sprinkles on a turd do not help",2026-01-22,,
2025-01-20,A Real Pain,,3,6,Transformers: Age of Extinction,2014,Elio,"A pretty dull watch apart from Glordon and Elio’s friendship, reminded me of the best parts of Luca",2026-01-24,,
2025-01-20,The Beach Boys,,3.5,7,Evan Almighty,2007,Jojo Rabbit,"Perfect, no notes. Like a devastating, warm hug",2026-01-24,,
2025-01-22,Little Miss Sunshine,,4,8,The Adventures of Rocky & Bullwinkle,2000,Harry Potter and the Goblet of Fire,Technically HP 1-4 was on today in the background but watched this one all the way through. Would recommend if there’s another blizzard,2026-01-25,,
2025-01-22,Number 24,,4,8,The Hangover,2009,KPop Demon Hunters,Imagine going to see your favorite band and they get murdered on stage,2026-01-27,,
2025-01-27,Arcadian,,1.5,3,Maestro,2023,Hamnet,Some beautiful moments but it didn’t hit me like I thought it was going to. Jessie Buckley does deserve to be sweeping though,2026-01-28,,
2025-01-28,Between the Temples,,2.5,5,Wedding Crashers,2005,Bob Trevino Likes It,"Hands down underrated score of the year, idk who this composer is but he’s got cozy tunes. Also can’t wait to see what Barbie Ferreira does next, what a performance",2026-01-28,,
2025-01-31,Emilia Pérez,,2.5,5,The Lovely Bones,2009,Song Sung Blue,"Kate’s nomination will confuse me for the rest of the year🧐 inoffensive, a classic airplane movie (maybe derogatory)",2026-01-29,,
2025-01-31,The Fall Guy,,2.5,5,Deepwater Horizon,2016,Sinners,"Same issues I had with this before, all the technical elements do not work for the horror sections. However it’s bumped up half a star cause I forgot how good these performances are",2026-01-30,,
2025-01-31,The Equalizer,,4,8,Gladiator,2000,Thief,What a main character. Absolutely carries this story as the worst kind of likable protagonist. Could see this rating easily going up with a rewatch,2026-02-04,,
2025-02-04,Woman of the Hour,,3,6,Brother Bear,2003,The Return of the Texas Chainsaw Massacre,"Kinda loved the first 30 minutes of this? Barry was the best douche and the first chase was actually good. Than the rest happens, already forget where that time went",2026-02-04,,
2025-02-07,Laserblast,,1,2,Kubo and the Two Strings,2016,The Pursuit of Happyness,"I don’t know if I’ll ever stop thinking about this movie, especially the quote on Jefferson’s inclusion of the pursuit. Also I love King Richard but this clearly is Will Smith’s best performance",2026-02-05,,
2025-02-14,Wallace & Gromit: Vengeance Most Fowl,,3,6,The Old Guard,2020,,,,,
2025-02-16,Oldboy,,4,8,Astro Boy,2009,,,,,
2025-02-17,Captain America: Brave New World,,2,4,The Royal Tenenbaums,2001,,,,,
2025-02-18,Chiefsaholic: A Wolf in Chiefs Clothing,,3,6,Hook,1991,,,,,
2025-02-21,Saturday Night,,3,6,Hereditary,2018,,,,,
2025-02-21,Memento,,4.5,9,Madagascar,2005,,,,,
2025-02-22,Hundreds of Beavers,,4,8,Madagascar: Escape 2 Africa,2008,,,,,
2025-02-24,Wicked,,4,8,Madagascar 3: Europe's Most Wanted,2012,,,,,
2025-02-24,Conclave,,4,8,John Carter,2012,,,,,
2025-02-25,I'm Still Here,,4,8,Ace Ventura: Pet Detective,1994,,,,,
2025-02-25,The Wild Robot,,3.5,7,Daredevil,2003,,,,,
2025-02-26,September 5,,2,4,Christmas with the Kranks,2004,,,,,
2025-02-28,Lord of War,,2,4,Bullet Train,2022,,,,,
2025-02-28,Anora,,4.5,9,Free Guy,2021,,,,,
2025-02-28,Collateral,,4,8,The Croods,2013,,,,,
2025-02-28,The Last of the Mohicans,,3.5,7,Fast & Furious Presents: Hobbs & Shaw,2019,,,,,
2025-03-02,Date Movie,,1,2,Green Lantern,2011,,,,,
2025-03-02,A Haunted House,,2,4,Just Friends,2005,,,,,
2025-03-03,Sharktopus,,1,2,Megamind,2010,,,,,
2025-03-05,Conan the Barbarian,,3,6,The Secret Life of Walter Mitty,2013,,,,,
2025-03-07,Bone Tomahawk,,4,8,Night at the Museum,2006,,,,,
2025-03-09,Mickey 17,,2.5,5,Submarine,2010,,,,,
2025-03-10,Almost Famous,,5,10,Happy Gilmore,1996,,,,,
2025-03-11,Nickel Boys,,3.5,7,Meet the Parents,2000,,,,,
2025-03-12,Greedy People,,3.5,7,DodgeBall: A True Underdog Story,2004,,,,,
2025-03-14,Wind River,,4.5,9,Night at the Museum: Battle of the Smithsonian,2009,,,,,
2025-03-14,The Northman,,4.5,9,Night at the Museum: Secret of the Tomb,2014,,,,,
2025-03-21,The Running Man,,1.5,3,Tower Heist,2011,,,,,
2025-03-26,Clueless,,4,8,Grown Ups,2010,,,,,
2025-04-01,The Electric State,,2,4,Hotel Transylvania,2012,,,,,
2025-04-06,Ichi the Killer,,1.5,3,Grown Ups 2,2013,,,,,
2025-04-08,Soylent Green,,1.5,3,Pixels,2015,,,,,
2025-04-08,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,,4,8,Murder Mystery,2019,,,,,
2025-04-09,Look Back,,4.5,9,Big Daddy,1999,,,,,
2025-04-10,Fritz the Cat,,3.5,7,Billy Madison,1995,,,,,
2025-04-11,Save the Green Planet!,,3,6,Jack and Jill,2011,,,,,
2025-04-11,The Thing,,4,8,The Do-Over,2016,,,,,
2025-04-12,Flow,,3,6,The Shining,1980,,,,,
2025-04-15,Smokin' Aces,,2.5,5,Batman,1989,,,,,
2025-04-15,The Cat Returns,,3.5,7,A Few Good Men,1992,,,,,
2025-04-15,Who Killed Captain Alex?,,0.5,1,Mars Attacks!,1996,,,,,
2025-04-17,The Incident,,3,6,The Suite Life Movie,2011,,,,,
2025-04-22,The Game,,4,8,I Now Pronounce You Chuck & Larry,2007,,,,,
2025-04-24,Nurse Sherri,,1,2,Dolemite Is My Name,2019,,,,,
2025-04-25,Se7en,,4.5,9,Shrek Forever After,2010,,,,,
2025-04-29,Xtro,,2,4,Shrek the Third,2007,,,,,
2025-04-30,Blue Ruin,,3,6,Mulan,1998,,,,,
2025-05-02,Beavis and Butt-Head Do America,,3.5,7,The Haunted Mansion,2003,,,,,
2025-05-03,Amélie,,4,8,Daddy Day Care,2003,,,,,
2025-05-06,Trap,,1.5,3,Bowfinger,1999,,,,,
2025-05-07,Seven Samurai,,4.5,9,Imagine That,2009,,,,,
2025-05-08,Come and See,,3,6,Monster House,2006,,,,,
2025-05-12,Thriller: A Cruel Picture,,1,2,Paul Blart: Mall Cop,2009,,,,,
2025-05-13,The Foot Fist Way,,1.5,3,Barnyard,2006,,,,,
2025-05-14,Tombstone,,3.5,7,Dumb and Dumber To,2014,,,,,
2025-05-14,Monty Python's The Meaning of Life,,2.5,5,Step Brothers,2008,,,,,
2025-05-14,Bo Burnham: The Inside Outtakes,,4,8,Vacation,2015,,,,,
2025-05-15,Poor Things,,3.5,7,This Is the End,2013,,,,,
2025-05-16,My Neighbor Totoro,,5,10,Dumb and Dumber,1994,,,,,
2025-05-17,Thunderbolts*,,3,6,How the Grinch Stole Christmas,2000,,,,,
2025-05-17,Megamind,,3.5,7,The Mask,1994,,,,,
2025-05-18,Ran,,3.5,7,The Truman Show,1998,,,,,
2025-05-19,A Fish Called Wanda,,4,8,Bruce Almighty,2003,,,,,
2025-05-20,Shrek Forever After,,2.5,5,Batman Forever,1995,,,,,
2025-05-22,Tetris,,4,8,Liar Liar,1997,,,,,
2025-05-27,Inside Moves,,2.5,5,Lemony Snicket's A Series of Unfortunate Events,2004,,,,,
2025-05-28,Altered States,,3.5,7,A Christmas Carol,2009,,,,,
2025-05-29,Ted 2,,1.5,3,Horton Hears a Who!,2008,,,,,
2025-05-29,The Fog,,3,6,Ace Ventura: When Nature Calls,1995,,,,,
2025-06-02,Raging Bull,,4,8,Mr. Popper's Penguins,2011,,,,,
2025-06-02,Terror Train,,1.5,3,101 Dalmatians,1996,,,,,
2025-06-03,The Tune,,3,6,Space Chimps,2008,,,,,
2025-06-03,American Gigolo,,3.5,7,Men in Black,1997,,,,,
2025-06-04,Cha Cha Real Smooth,,4.5,9,I Am Legend,2007,,,,,
2025-06-05,Smiley Face,,3.5,7,Shark Tale,2004,,,,,
2025-06-06,Prom Night,,2.5,5,Independence Day,1996,,,,,
2025-06-06,Mad God,,4.5,9,Men in Black II,2002,,,,,
2025-06-09,Ordinary People,,4,8,Men in Black 3,2012,,,,,
2025-06-09,The Elephant Man,,3.5,7,Bright,2017,,,,,
2025-06-12,Paths of Glory,,4,8,Independence Day: Resurgence,2016,,,,,
2025-06-13,Scanners,,2.5,5,The Hunger Games: Catching Fire,2013,,,,,
2025-06-17,The Insider,,3.5,7,The Hunger Games: Mockingjay – Part 2,2015,,,,,
2025-06-17,Whisper of the Heart,,3,6,Jurassic Park,1993,,,,,
2025-06-17,Sherlock Jr.,,3,6,Jurassic World: Fallen Kingdom,2018,,,,,
2025-06-18,American Beauty,,4,8,The Prince of Egypt,1998,,,,,
2025-06-23,Batman: Mask of the Phantasm,,3.5,7,Cats & Dogs,2001,,,,,
2025-06-25,Wolfwalkers,,4,8,G-Force,2009,,,,,
2025-06-25,The Green Mile,,4.5,9,Penguins of Madagascar,2014,,,,,
2025-06-26,Office Space,,3.5,7,Over the Hedge,2006,,,,,
2025-06-27,Trainspotting,,4,8,Bolt,2008,,,,,
2025-06-27,The Prestige,,4.5,9,Robots,2005,,,,,
2025-06-28,But I'm a Cheerleader,,3.5,7,Ice Age,2002,,,,,
2025-06-29,Once Upon a Time... in Hollywood,,2.5,5,Despicable Me 2,2013,,,,,
2025-06-30,Go,,3,6,The Lego Movie,2014,,,,,
2025-07-02,Elemental,,2.5,5,Ice Age: The Meltdown,2006,,,,,
2025-07-02,F1,,4.5,9,Big Hero 6,2014,,,,,
2025-07-02,The Straight Story,,1,2,How to Train Your Dragon,2010,,,,,
2025-07-03,Lightyear,,2.5,5,How to Train Your Dragon 2,2014,,,,,
2025-07-05,How to Train Your Dragon,,3,6,The Iron Giant,1999,,,,,
2025-07-08,10 Things I Hate About You,,3.5,7,Ralph Breaks the Internet,2018,,,,,
2025-07-09,Say Anything...,,3,6,Wreck-It Ralph,2012,,,,,
2025-07-09,The Matrix,,3.5,7,Finding Dory,2016,,,,,
2025-07-10,12 Angry Men,,4.5,9,The Good Dinosaur,2015,,,,,
2025-07-11,Superman,,4,8,A Bug's Life,1998,,,,,
2025-07-11,In Time,,2.5,5,Onward,2020,,,,,
2025-07-13,The Hurricane,,2,4,The Secret Life of Pets,2016,,,,,
2025-07-15,Frankie Freako,,0.5,1,Frozen II,2019,,,,,
2025-07-15,The Ox-Bow Incident,,3.5,7,Chicken Run,2000,,,,,
2025-07-16,My Big Fat Greek Wedding,,3,6,Despicable Me,2010,,,,,
2025-07-16,"Mystery, Alaska",,2.5,5,Rise of the Guardians,2012,,,,,
2025-07-17,Yor: The Hunter from the Future,,1.5,3,Home,2015,,,,,
2025-07-19,City of God,,4,8,Cars 2,2011,,,,,
2025-07-20,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,,3,6,Tangled,2010,,,,,
2025-07-21,Varsity Blues,,3.5,7,Chicken Little,2005,,,,,
2025-07-22,Dog Day Afternoon,,3.5,7,The Lego Batman Movie,2017,,,,,
2025-07-23,Flora and Son,,3,6,Ice Age: Dawn of the Dinosaurs,2009,,,,,
2025-07-24,Safe Men,,2,4,Meet the Robinsons,2007,,,,,
2025-07-25,Vertigo,,3,6,Toy Story 2,1999,,,,,
2025-07-29,Happy Gilmore 2,,2.5,5,Brave,2012,,,,,
2025-07-29,Boxcar Bertha,,1.5,3,Cars 3,2017,,,,,
2025-08-01,Face/Off,,4,8,Elvis,2022,,,,,
2025-08-03,Five Corners,,1,2,The Polar Express,2004,,,,,
2025-08-04,Animal Kingdom,,3.5,7,Borat Subsequent Moviefilm,2020,,,,,
2025-08-05,Wonderwall,,1,2,The Simpsons Movie,2007,,,,,
2025-08-05,Castle in the Sky,,3.5,7,Captain Phillips,2013,,,,,
2025-08-06,The Fantastic 4: First Steps,,3.5,7,Big,1988,,,,,
2025-08-07,Mary and Max,,4,8,Saving Mr. Banks,2013,,,,,
2025-08-07,It's Alive,,1.5,3,Bachelor Party,1984,,,,,
2025-08-07,The Hidden,,2.5,5,The Santa Clause,1994,,,,,
2025-08-08,Cars,,3,6,The Santa Clause 2,2002,,,,,
2025-08-11,Legend,,1.5,3,The Santa Clause 3: The Escape Clause,2006,,,,,
2025-08-12,Wolfs,,3,6,Buzz Lightyear of Star Command: The Adventure Begins,2000,,,,,
2025-08-12,I Married a Witch,,2.5,5,School of Rock,2003,,,,,
2025-08-13,From Up on Poppy Hill,,4,8,Popstar: Never Stop Never Stopping,2016,,,,,
2025-08-14,Zodiac,,4,8,Arthur Christmas,2011,,,,,
2025-08-15,Weapons,,4,8,Let It Snow,2019,,,,,
2025-08-15,The Conversation,,4.5,9,Mars Needs Moms,2011,,,,,
2025-08-19,Ponyo,,3,6,X-Men: Days of Future Past,2014,,,,,
2025-08-20,Valley Girl,,1,2,X-Men: The Last Stand,2006,,,,,
2025-08-21,The Seventh Seal,,3,6,Storks,2016,,,,,
2025-08-22,Punch-Drunk Love,,4,8,Ghostbusters,1984,,,,,
2025-08-22,DodgeBall: A True Underdog Story,,3.5,7,Split,2016,,,,,
2025-08-23,Sexy Beast,,3.5,7,Batman v Superman: Dawn of Justice,2016,,,,,
2025-08-23,From Dusk Till Dawn,,1.5,3,Man of Steel,2013,,,,,
2025-08-25,Sing Sing,,3.5,7,Mission: Impossible III,2006,,,,,
2025-08-27,The Player,,4,8,Fantastic Four: Rise of the Silver Surfer,2007,,,,,
2025-08-27,Heat,,4.5,9,In Time,2011,,,,,
2025-08-28,The Party,,2.5,5,Alpha Dog,2006,,,,,
2025-08-29,Lost in Translation,,4,8,The Love Guru,2008,,,,,
2025-09-02,Paper Moon,,3.5,7,Green Room,2015,,,,,
2025-09-07,Hoodwinked!,,2.5,5,Star Trek,2009,,,,,
2025-09-08,The Parallax View,,3,6,Star Trek Into Darkness,2013,,,,,
2025-09-11,Phantasm,,2,4,The Smurfs,2011,,,,,
2025-09-12,Network,,4.5,9,The Disaster Artist,2017,,,,,
2025-09-15,"Mickey, Donald, Goofy: The Three Musketeers",,3,6,Babylon,2022,,,,,
2025-09-15,A Little Romance,,4,8,The Fifth Element,1997,,,,,
2025-09-17,The Lego Movie,,4,8,Twelve Monkeys,1995,,,,,
2025-09-23,My Neighbors the Yamadas,,2,4,Unbreakable,2000,,,,,
2025-09-25,God Help the Girl,,2.5,5,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,,,,,
2025-09-26,The Jericho Mile,,2.5,5,X-Men: First Class,2011,,,,,
2025-10-01,Chinatown,,4,8,Gnomeo & Juliet,2011,,,,,
2025-10-02,One Battle After Another,,4.5,9,The Last Airbender,2010,,,,,
2025-10-03,Serpico,,4,8,Star Wars: Episode III – Revenge of the Sith,2005,,,,,
2025-10-03,Klute,,2,4,Star Wars: Episode I – The Phantom Menace,1999,,,,,
2025-10-06,Duck Soup,,3,6,Star Wars: Episode II – Attack of the Clones,2002,,,,,
2025-10-07,Trick 'r Treat,,3.5,7,Do the Right Thing,1989,,,,,
2025-10-08,The Night Evelyn Came Out of the Grave,,0.5,1,Miss Peregrine's Home for Peculiar Children,2016,,,,,
2025-10-09,The Texas Chain Saw Massacre,,3.5,7,Turbo,2013,,,,,
2025-10-11,You're Next,,3.5,7,Kill Bill: Vol. 1,2003,,,,,
2025-10-12,Scream,,4,8,Percy Jackson & the Olympians: The Lightning Thief,2010,,,,,
2025-10-14,The Descent,,3.5,7,Batman & Robin,1997,,,,,
2025-10-14,Over the Garden Wall,,4,8,The Amazing Spider-Man,2012,,,,,
2025-10-14,The Stepford Wives,,2,4,The Amazing Spider-Man 2,2014,,,,,
2025-10-15,The Fly,,4.5,9,Easy A,2010,,,,,
2025-10-16,The Substance,,3.5,7,Zombieland,2009,,,,,
2025-10-16,Death of a Unicorn,,1.5,3,The Interview,2014,,,,,
2025-10-17,Midsommar,,3.5,7,The House Bunny,2008,,,,,
2025-10-19,Manhunter,,4,8,The Dictator,2012,,,,,
2025-10-21,It's What's Inside,,3.5,7,Scary Movie,2000,,,,,
2025-10-22,Bram Stoker's Dracula,,2.5,5,Cloudy with a Chance of Meatballs,2009,,,,,
2025-10-22,Scary Godmother: Halloween Spooktakular,,3.5,7,Scary Movie 2,2001,,,,,
2025-10-23,Children Shouldn't Play with Dead Things,,1,2,Scary Movie 3,2003,,,,,
2025-10-24,Alien,,4.5,9,Cloudy with a Chance of Meatballs 2,2013,,,,,
2025-10-25,Chainsaw Man – The Movie: Reze Arc,,4,8,Election,1999,,,,,
2025-10-25,Braindead,,3,6,Ice Age: Continental Drift,2012,,,,,
2025-10-28,Halloween,,3.5,7,Role Models,2008,,,,,
2025-10-29,Don't Look in the Basement,,1,2,Planet 51,2009,,,,,
2025-10-30,Halloweentown,,2.5,5,Jumanji: Welcome to the Jungle,2017,,,,,
2025-10-30,Hocus Pocus,,4,8,Fast Five,2011,,,,,
