Name.1,Year,Date,Ratings,Dugan Ratings,Review,Liked
Smiley Face,2007,06/05/2025,3.5,7.0,"Anna Faris should’ve been nominated and Steve does fuck skulls, can’t change my mind on either",Yes
Smokin' Aces,2006,04/15/2025,2.5,5.0,I diagnose this movie with ADHD,
Snack Shack,2024,01/16/2025,4.5,9.0,Summer coming of age might be the best sub-genre,Yes
Snow White and the Seven Dwarfs,1937,,,,,
Solo: A Star Wars Story,2018,,,,,
Song Sung Blue,2025,01/30/2026,2.5,5.0,"Kate’s nomination will confuse me for the rest of the year🧐 inoffensive, a classic airplane movie (maybe derogatory)",
Sorcerer,1977,11/30/2025,4.0,8.0,Can’t wait to rewatch the rope bridge scene 10 times this week,Yes
Sorry to Bother You,2018,04/27/2021,2.0,4.0,,
Soul,2020,04/27/2021,3.0,6.0,,
Source Code,2011,,,,,
Sovereign,2025,12/29/2025,3.5,7.0,Feel good movie of the year😁👍,Yes
Soylent Green,1973,04/08/2025,1.5,3.0,For 30 minutes the plot is a cop that steals shit,
Space Chimps,2008,,,,,
Space Jam,1996,,,,,
Spaceballs,1987,,,,,
Spider-Man,2002,,,,,
Spider-Man 2,2004,,,,,
Spider-Man 3,2007,,,,,
Spider-Man: Across the Spider-Verse,2023,06/12/2023,5.0,10.0,,Yes
Spider-Man: Far From Home,2019,06/12/2023,2.5,5.0,,
Spider-Man: Homecoming,2017,04/27/2021,4.0,8.0,,Yes
Spider-Man: Into the Spider-Verse,2018,04/27/2021,5.0,10.0,,Yes
Spider-Man: No Way Home,2021,06/12/2023,2.5,5.0,,
Spirited Away,2001,06/12/2023,4.0,8.0,,Yes
Split,2016,05/17/2024,3.5,7.0,He should’ve been nominated.. too bad M. Night writes his dialogue.,Yes
Spy Kids,2001,,,,,
Spy Kids 2: The Island of Lost Dreams,2002,,,,,
Spy Kids 3-D: Game Over,2003,,,,,
Stand by Me,1986,06/20/2023,4.0,8.0,,Yes
Star Trek,2009,,,,,
Star Trek Into Darkness,2013,,,,,
Star Wars,1977,,,,,
Star Wars: Episode I – The Phantom Menace,1999,,,,,
Star Wars: Episode II – Attack of the Clones,2002,,,,,
Star Wars: Episode III – Revenge of the Sith,2005,,,,,
Star Wars: The Force Awakens,2015,04/27/2021,3.0,6.0,,
Star Wars: The Last Jedi,2017,04/27/2021,2.5,5.0,,
Star Wars: The Rise of Skywalker,2019,04/27/2021,2.5,5.0,,
Step Brothers,2008,,,,,
Stitch! The Movie,2003,,,,,
Storks,2016,05/16/2024,3.0,6.0,,Yes
Stuart Little,1999,,,,,
Student Bodies,1981,,,,,
Submarine,2010,,,,,
Suicide Squad,2016,04/27/2021,1.0,2.0,,
Super 8,2011,,,,,
Super Size Me,2004,,,,,
Superbad,2007,04/27/2021,4.5,9.0,,Yes
Superman,2025,07/11/2025,4.0,8.0,Wait Superman is supposed to be portrayed like a human??? Thought Snyder told me he was a heartless god,Yes
Superman/Batman: Public Enemies,2009,06/20/2023,2.0,4.0,,
Surf's Up,2007,,,,,
Tag,2018,,,,,
Taken,2008,,,,,
Tall Girl,2019,,,,,
Tangled,2010,,,,,
Tarzan,1999,,,,,
Ted 2,2015,05/29/2025,1.5,3.0,Shoutout Matt Wible for having the craziest pick I’ve heard for favorite movie,
Teenage Mutant Ninja Turtles,2014,,,,,
Terror Train,1980,06/02/2025,1.5,3.0,This was butt,
Tetris,2023,05/22/2025,4.0,8.0,"Behind white boy coming of age movies, product success story movies are my biggest guilty pleasures",Yes
The 40 Year Old Virgin,2005,,,,,
The Adventures of Ichabod and Mr. Toad,1949,,,,,
The Adventures of Rocky & Bullwinkle,2000,,,,,
The Adventures of Tintin,2011,,,,,
The Amazing Spider-Man,2012,,,,,
The Amazing Spider-Man 2,2014,,,,,
The Ant Bully,2006,,,,,
The Apartment,1960,12/17/2025,4.0,8.0,"Definitely not a Christmas movie. Haven’t wanted a character to succeed this much since Rosemary’s Baby, and it happens this time!!",Yes
The Aristocats,1970,,,,,
The Avengers,2012,04/27/2021,3.0,6.0,,
The Batman,2022,06/20/2023,4.0,8.0,,Yes
The Beach Boys,2024,01/20/2025,3.5,7.0,"Did really well the show the start of the band up
to Smiley Smile.. why isn’t that part one of a miniseries?",
The Big Lebowski,1998,04/27/2021,2.0,4.0,,
The Big Short,2015,,,,,
The Black Cauldron,1985,,,,,
The Blind Side,2009,,,,,
The Book of Life,2014,,,,,
The Bourne Identity,2002,,,,,
The Bourne Supremacy,2004,,,,,
The Bourne Ultimatum,2007,,,,,
The Breaker Upperers,2018,06/20/2023,1.5,3.0,,
The Breakfast Club,1985,,,,,
The Call,2013,,,,,
The Cat Returns,2002,04/15/2025,3.5,7.0,"Stop fat shaming Muta, gof forbid a man eats all the food in a kingdom",Yes
The Cat in the Hat,2003,,,,,
The Christmas Contract,2018,,,,,
The Christmas Tree,1991,12/14/2025,1.0,2.0,"“SEIZE THAT WOMAN”

Greatest terrible Christmas movie ever made",Yes
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,,,,,
The Conversation,1974,08/15/2025,4.5,9.0,"Mannnnnn what a performance, what a movie. Haven’t seen a movie so patient with the story since Pig with Nick Cage.",Yes
The Croods,2013,,,,,
The Crying Game,1992,,,,,
The DUFF,2015,,,,,
The Dark Knight,2008,04/27/2021,4.5,9.0,,Yes
The Dark Knight Rises,2012,,,,,
The Day After Tomorrow,2004,,,,,
The Death of Stalin,2017,,,,,
The Descent,2005,10/14/2025,3.5,7.0,"These women were actually pretty smart during the movie, except for being stupid enough to  choose to cave dive for VACATION. Never heard of a cold beer in a hot tub?",Yes
The Devil Wears Prada,2006,,,,,
The Dictator,2012,,,,,
The Disaster Artist,2017,,,,,
The Do-Over,2016,,,,,
The Edge of Seventeen,2016,01/05/2026,4.0,8.0,Still a sucker for coming of age movies in the big 2026. A little by the book but the relationships are so genuine that it really works,Yes
The Electric State,2025,04/01/2025,2.0,4.0,Bad music acting writing and editing.. but 2 starts for reminding me of fallout,
The Elephant Man,1980,06/09/2025,3.5,7.0,"John Hurt can barely move and gives the most genuine performance I’ve ever seen, every line got me tearing up.",Yes
The Emperor's New Groove,2000,,,,,
The Empire Strikes Back,1980,,,,,
The Equalizer,2014,01/31/2025,4.0,8.0,The 2000s movie of all time made in 2014?? Director must’ve loved Evanescence music videos,Yes
The Fall Guy,2024,01/31/2025,2.5,5.0,Give stunts an Oscar nomination already,
The Family Stone,2005,,,,,
The Fantastic 4: First Steps,2025,08/06/2025,3.5,7.0,Most traumatic childbirth since Quiet Place,Yes
The Fifth Element,1997,,,,,
The Flash,2023,06/20/2023,1.5,3.0,,
The Florida Project,2017,,,,,
The Fly,1986,10/15/2025,4.5,9.0,"If anybody got recommendations for gross movies with fantastic effects please let me know, I can’t get enough. Also how’s he getting all these baboons? He’s buying them like they’re goldfish",Yes
The Fog,1980,05/29/2025,3.0,6.0,I imagine Carpenter is smiling the entire time playing the synthesizer,
The Foot Fist Way,2006,05/13/2025,1.5,3.0,This feels like a Danny McBride side character got a spinoff movie,
The Fox and the Hound,1981,,,,,
The Game,1997,04/22/2025,4.0,8.0,Peele gotta make this into a horror remake,Yes
The Gentlemen,2019,,,,,
The Gingerdead Man,2005,,,,,
The Giver,2014,,,,,
The Godfather,1972,04/27/2021,4.5,9.0,,Yes
The Golden Compass,2007,,,,,
The Good Dinosaur,2015,,,,,
The Graduate,1967,,,,,
The Great Gatsby,2013,,,,,
The Great Mouse Detective,1986,,,,,
The Green Hornet,2011,,,,,
The Green Knight,2021,06/20/2023,2.0,4.0,,
The Green Mile,1999,06/25/2025,4.5,9.0,Greatest compliment I can give is that this movie felt shorter than Terror Train (97 minutes),Yes
The Grinch,2018,,,,,
The Hangover,2009,,,,,
The Harder They Fall,2021,06/20/2023,1.0,2.0,,
The Hateful Eight,2015,11/30/2021,3.5,7.0,,
The Haunted Mansion,2003,,,,,
The Hidden,1987,08/07/2025,2.5,5.0,"Kyle MacLachlan is a perfect casting as a weird FBI dude, something about the face. Also officially 1 for 300 on guessing twists",
The Hobbit: An Unexpected Journey,2012,,,,,
The Hobbit: The Battle of the Five Armies,2014,,,,,
The House Bunny,2008,,,,,
The Hunchback of Notre Dame,1996,,,,,
The Hunger Games,2012,04/27/2021,1.5,3.0,,
The Hunger Games: Catching Fire,2013,,,,,
The Hunger Games: Mockingjay – Part 2,2015,,,,,
The Hurricane,1999,07/13/2025,2.0,4.0,,
The Hurt Locker,2008,,,,,
The Incident,1967,04/17/2025,3.0,6.0,45 minutes for character introductions??? Such an interesting concept after having to sludge through the first half,
The Incredible Hulk,2008,,,,,
The Incredible Melting Man,1977,12/01/2025,2.0,4.0,"“I got an idea, let’s kill the happy cute old couple and not the creepy photographer”😐 classic 70s",
The Incredibles,2004,04/27/2021,4.5,9.0,,Yes
The Insider,1999,06/17/2025,3.5,7.0,Christopher Plummer’s acting so good he beat out my hate for corporate characters,Yes
The Interview,2014,,,,,
The Intouchables,2011,06/20/2023,3.5,7.0,,Yes
The Iron Giant,1999,,,,,
The Jericho Mile,1979,09/26/2025,2.5,5.0,"What a weird start for Mann’s career, guessing he decided he never wanted to see the sun in his movies again after this",
The Jerk,1979,09/15/2024,2.0,4.0,Wished he pulled apart more churches,
The Jungle Book,1967,,,,,
The Kentucky Fried Movie,1977,07/27/2023,2.0,4.0,,
The Killing,1956,08/28/2024,3.5,7.0,,Yes
The King of Comedy,1982,06/20/2023,4.5,9.0,,Yes
The King's Speech,2010,,,,,
The Last Airbender,2010,,,,,
The Last Duel,2021,06/20/2023,3.5,7.0,,Yes
The Last of the Mohicans,1992,02/28/2025,3.5,7.0,A gorgeous shot movie having two random stock video shots of a waterfall is incredible,Yes
The Lego Batman Movie,2017,,,,,
The Lego Movie,2014,09/17/2025,4.0,8.0,This and Battle for Bikini Bottom are the blueprint for how to do licensed entertainment,Yes
The Lion King,1994,,,,,
The Lion King 1½,2004,,,,,
The Little Mermaid,1989,,,,,
The Lobster,2015,04/27/2021,1.5,3.0,,
The Lorax,2012,,,,,
The Lord of the Rings: The Fellowship of the Ring,2001,04/27/2021,4.5,9.0,,Yes
The Lord of the Rings: The Return of the King,2003,,,,,
The Lord of the Rings: The Two Towers,2002,04/27/2021,4.0,8.0,,Yes
The Losers,2010,06/20/2023,3.0,6.0,,
The Love Guru,2008,,,,,
The Lovebirds,2020,06/20/2023,3.0,6.0,,
The Lovely Bones,2009,,,,,
The Many Adventures of Winnie the Pooh,1977,,,,,
The Martian,2015,04/27/2021,4.0,8.0,,Yes
The Mask,1994,,,,,
The Matrix,1999,07/09/2025,3.5,7.0,"Oozing style from start to finish, every reflection shot is 10/10",Yes
The Maze Runner,2014,,,,,
The Menu,2022,06/22/2023,2.5,5.0,,
The Mitchells vs. the Machines,2021,06/20/2023,3.5,7.0,,Yes
The Muppet Christmas Carol,1992,12/14/2023,3.5,7.0,Everytime Kermit was on screen 10/10,Yes
The Muppet Movie,1979,06/20/2023,3.5,7.0,,Yes
The Naked Gun,2025,11/07/2025,3.5,7.0,"What a weird Kingsman remake
(Everything Happy Gilmore 2 wishes it was)",
The Naked Gun: From the Files of Police Squad!,1988,06/20/2023,4.0,8.0,,Yes
The Nice Guys,2016,04/27/2021,3.5,7.0,,Yes
The Night Evelyn Came Out of the Grave,1971,10/08/2025,0.5,1.0,Filmed on a microwave with the budget to buy one light. A good alternative to melatonin,
The Nightmare Before Christmas,1993,06/20/2023,4.0,8.0,,Yes
The Northman,2022,03/14/2025,4.5,9.0,Can’t explain why but this movie makes me wants to punch down a tree,Yes
The Nut Job,2014,,,,,
The Odd Life of Timothy Green,2012,,,,,
The Old Guard,2020,,,,,
The Omega Man,1971,06/20/2023,2.0,4.0,,
The Other Guys,2010,06/20/2023,3.5,7.0,,
The Outsiders,1983,,,,,
The Overnight,2015,,,,,
The Ox-Bow Incident,1943,07/15/2025,3.5,7.0,12 Angry Men: the bad ending.,
The Pacifier,2005,,,,,
The Pale Blue Eye,2022,06/12/2023,2.5,5.0,,
The Parallax View,1974,09/08/2025,3.0,6.0,Damn that ending,
The Parent Trap,1998,,,,,
The Party,1968,08/28/2025,2.5,5.0,"I just wanna go to a party and wash an elephant now, didn’t know that’s what rich people did",
The Patriot,2000,,,,,
The Peanut Butter Falcon,2019,,,,,
The Perks of Being a Wallflower,2012,04/27/2021,5.0,10.0,,Yes
The Pianist,2002,,,,,
The Player,1992,08/27/2025,4.0,8.0,"The last 30 minutes loses me a bit, but I love the script here, and the million cameos that either hate Hollywood or got tricked into being in an anti Hollywood movie",Yes
The Polar Express,2004,,,,,
The Power of the Dog,2021,06/20/2023,3.0,6.0,,
The Powerpuff Girls Movie,2002,,,,,
The Prestige,2006,06/27/2025,4.5,9.0,"Officially 0–30 guessing twists, feel personally attacked by Michael Caines narration saying I ain’t looking",Yes
The Prince of Egypt,1998,,,,,
The Princess and the Frog,2009,,,,,
The Pursuit of Happyness,2006,02/06/2026,4.5,9.0,"I don’t know if I’ll ever stop thinking about this movie, especially the quote on Jefferson’s inclusion of the pursuit. Also I love King Richard but this clearly is Will Smith’s best performance",Yes
The Rapsittie Street Kids: Believe in Santa,2002,01/03/2026,0.5,1.0,Heard rumors it was animated on Kid Pix by a 5th grade technology class,Yes
The Return of the Texas Chainsaw Massacre,1995,02/05/2026,1.5,3.0,"Kinda loved the first 30 minutes of this? Barry was the best douche and the first chase was actually good. Than the rest happens, already forget where that time went",
The Revenant,2015,,,,,
The Rip,2026,01/20/2026,1.5,3.0,"I’m glad I watched it so the workers can get their bonuses, but that was poop",
The Rocky Horror Picture Show,1975,11/01/2023,2.5,5.0,,
The Rookie,2002,06/20/2023,2.5,5.0,,
The Room,2003,,,,,
The Royal Tenenbaums,2001,05/16/2024,2.5,5.0,,
The Rum Diary,2011,06/20/2023,3.5,7.0,,Yes
The Running Man,1987,03/21/2025,1.5,3.0,Imagine Arnold saying a one liner.. congrats you’ve seen the movie,
The Santa Clause,1994,,,,,
The Santa Clause 2,2002,,,,,
The Santa Clause 3: The Escape Clause,2006,,,,,
The Secret Life of Pets,2016,,,,,
The Secret Life of Walter Mitty,2013,,,,,
The Secret World of Arrietty,2010,,,,,
The Seventh Seal,1957,08/21/2025,3.0,6.0,"That’s enough existential dread for the next month, thanks",
The Shawshank Redemption,1994,,,,,
The Shining,1980,,,,,
The Simpsons Movie,2007,,,,,
The Smurfs,2011,,,,,
The Social Network,2010,04/27/2021,5.0,10.0,,Yes
The SpongeBob Movie: Sponge Out of Water,2015,,,,,
The SpongeBob SquarePants Movie,2004,04/27/2021,5.0,10.0,,Yes
The Star Wars Holiday Special,1978,12/16/2024,0.5,1.0,"Truly horrible, volcano head man is the worst character ever created even with just 2 minutes of screen time.",
The Stepford Wives,1975,10/14/2025,2.0,4.0,"Good message, good premise, BORING. Slow burn with no scenes that hit hard or are memorable enough to remember a week from now",
The Straight Story,1999,07/02/2025,1.0,2.0,Felt like driving 2 hours without a car radio,
The Stuff,1985,,,,,
The Substance,2024,10/16/2025,3.5,7.0,"What da hell, thought watching the Fly would prepare me but it did not. Love to see the return of practical effects like this though😌",Yes
The Suicide Squad,2021,,,,,
The Suite Life Movie,2011,,,,,
The Super Mario Bros. Movie,2023,06/12/2023,3.0,6.0,,Yes
The Sword in the Stone,1963,,,,,
The Texas Chain Saw Massacre,1974,10/09/2025,3.5,7.0,"Can I get a hell yeah for Franklin getting sawed in half, I audibly clapped during it. Murdering Psychopath > annoying ass Franklin",Yes
The Theory of Everything,2014,,,,,
The Thing,1982,04/11/2025,4.0,8.0,So excited to watch 3 documentaries about how this was made,Yes
The Tomorrow War,2021,08/04/2021,1.5,3.0,,
The Town,2010,,,,,
The Trial of the Chicago 7,2020,06/20/2023,4.5,9.0,,Yes
The Truman Show,1998,,,,,
The Tune,1992,06/03/2025,3.0,6.0,That lovesick hotel song is a banger. Could’ve been 50 minutes instead but a fun watch,
The Visitor,2007,06/20/2023,2.5,5.0,,
The Warriors,1979,11/04/2025,4.0,8.0,"CAN YOU DIG IT? Stole the whole movie with 2 minutes of screen time, most impressive thing I’ve ever seen",Yes
The Way Way Back,2013,,,,,
The Wild Robot,2024,02/25/2025,3.5,7.0,They should make a museum solely for every single frame in this,Yes
The Witches,1990,,,,,
The Wizard of Oz,1939,,,,,
The Wolf of Wall Street,2013,04/27/2021,4.0,8.0,,Yes
The Worst Person in the World,2021,06/20/2023,3.5,7.0,,
The Wrong Trousers,1993,,,,,
The Year Without a Santa Claus,1974,12/12/2025,4.0,8.0,"Snow Miser supremacy.

SM: “friends call me Snow Miser”
HM: “they call me Heat Miser”

🤣🫵he doesn’t even have friends",Yes
There Will Be Blood,2007,04/27/2021,4.0,8.0,,Yes
Thief,1981,02/05/2026,3.5,7.0,What a main character. Absolutely carries this story as the worst kind of likable protagonist. Could see this rating easily going up with a rewatch,Yes
This Is the End,2013,,,,,
This Means War,2012,,,,,
Thor,2011,04/27/2021,1.0,2.0,,
Thor: Love and Thunder,2022,06/20/2023,3.0,6.0,,
Thor: Ragnarok,2017,04/27/2021,3.5,7.0,,
Thor: The Dark World,2013,,,,,
"Three Billboards Outside Ebbing, Missouri",2017,06/20/2023,3.5,7.0,,
Thriller: A Cruel Picture,1973,05/12/2025,1.0,2.0,Tarantino is a freak for requesting Daryl Hannah watch this for her role,
Thunderbolts*,2025,05/17/2025,3.0,6.0,No wonder Sam wants to make a different team this one almost lost to a wall,
Titanic,1997,04/27/2021,3.0,6.0,,
Tokyo Godfathers,2003,12/19/2025,3.5,7.0,"This has no right having that good of a final chase out of nowhere, I was stressing over silly dramedy all of a sudden. Also probably not a Christmas movie? 50/50 depends on the day",Yes
Tombstone,1993,05/14/2025,3.5,7.0,Love the Cowboy killing Highlight reels,
Tomorrowland,2015,,,,,
Top Gun: Maverick,2022,06/20/2023,4.5,9.0,,Yes
Top Secret!,1984,04/27/2021,3.0,6.0,,
Tower Heist,2011,,,,,
Toy Story,1995,04/27/2021,2.5,5.0,,
Toy Story 2,1999,,,,,
Toy Story 3,2010,,,,,
Toy Story 4,2019,,,,,
Train Dreams,2025,01/04/2026,4.0,8.0,"Best looking movie of 2025? Probably. Also depressing, was not ready to get hit in the chest like that",Yes
Train to Busan,2016,01/07/2026,3.5,7.0,"Seriously spoiler ahead
.
.
.
.
.
.
.
.
.
.
.
.
.
.
Husband sacrifice >>> dad sacrifice. Only way the dad’s death is better is cause the daughter is giving the crying performances I’ve seen in so so long",
Trainspotting,1996,06/27/2025,4.0,8.0,"Took about 3 minutes to turn on subtitles, I think Spud made up his own language",Yes
Transformers,2007,,,,,
Transformers: Age of Extinction,2014,,,,,
Transformers: The Last Knight,2017,,,,,
Trap,2024,05/06/2025,1.5,3.0,"Gay blonde Kid Cudi isn’t real, he can’t hurt you. Gay blonde Kid Cudi:",
Treasure Planet,2002,06/20/2023,4.0,8.0,,Yes
Trick 'r Treat,2007,10/07/2025,3.5,7.0,"One of the greatest movie costumes ever created, idk how more kids don’t dress up as Sam",Yes
Troll 2,1990,06/20/2023,1.0,2.0,,Yes
Tropic Thunder,2008,,,,,
True Lies,1994,,,,,
True Romance,1993,06/20/2023,3.0,6.0,,
Tucker and Dale vs. Evil,2010,06/20/2023,3.5,7.0,,Yes
Turbo,2013,,,,,
Turning Red,2022,,,,,
Twelve Monkeys,1995,,,,,
Twilight,2008,,,,,
Twisted,2004,12/17/2024,1.5,3.0,,
Two People Exchanging Saliva,2024,,,,,
Unbreakable,2000,,,,,
Uncut Gems,2019,04/27/2021,2.0,4.0,,
Up,2009,08/04/2021,4.0,8.0,,Yes
Upgrade,2018,10/04/2024,4.0,8.0,Not corny AI bad movie?? 2018>> 2024,Yes
Vacation,2015,,,,,
Val,2021,06/20/2023,3.0,6.0,,
Valentine's Day,2010,,,,,
Valley Girl,1983,08/20/2025,1.0,2.0,"https://open.spotify.com/playlist/75Wfi8Lt8KxzpDbpBjFUN2?si=ZHGI8oxMQRGWRBvigm-DDA&pi=go0PlPLWQmm4V

Here’s the soundtrack, saved you 99 minutes. You’re welcome",
Varsity Blues,1999,07/21/2025,3.5,7.0,A final act so much better you forget how bad of a raunchy high school comedy this tried to be,Yes
Vertigo,1958,07/25/2025,3.0,6.0,"One of the best looking movies I’ve ever seen. Never wanted to go to San Fran more, hang every third shot in a museum",
WALL·E,2008,04/27/2021,3.5,7.0,,
Waiting...,2005,,,,,
Wake Up Dead Man,2025,12/28/2025,4.0,8.0,Weirdly one of the most festive feeling things I’ve seen in December this year? I have no idea why,Yes
Walk Hard: The Dewey Cox Story,2007,,,,,
Wallace & Gromit: The Curse of the Were-Rabbit,2005,,,,,
Wallace & Gromit: Vengeance Most Fowl,2024,02/14/2025,3.0,6.0,Train chase may have the greatest establishing shot for no reason,
War Horse,2011,,,,,
War for the Planet of the Apes,2017,,,,,
Warfare,2025,01/03/2026,3.5,7.0,Between this and Marty Supreme I’m way too stressed going into 2026,
Warrior,2011,,,,,
We're the Millers,2013,,,,,
Weapons,2025,08/15/2025,4.0,8.0,The layout of the 2nd floor in the house was the real MVP,Yes
Wedding Crashers,2005,01/26/2026,3.5,7.0,,
Weird Science,1985,,,,,
Weird: The Al Yankovic Story,2022,06/12/2023,2.5,5.0,,
What We Do in the Shadows,2014,04/27/2021,3.0,6.0,,
When Harry Met Sally...,1989,06/20/2023,4.5,9.0,,Yes
Where the Wild Things Are,2009,,,,,
Whiplash,2014,06/18/2023,4.0,8.0,,Yes
Whisper of the Heart,1995,06/17/2025,3.0,6.0,Did the Leo pointing at the screen when Lofi Girl showed up,
Who Framed Roger Rabbit,1988,,,,,
Who Killed Captain Alex?,2010,04/15/2025,0.5,1.0,"1 of 1 movie, nothing else will ever have dubbing that skips dialogue and hypes up action scenes instead",
Wicked,2024,02/24/2025,4.0,8.0,This really puts into context the sins of Emilia Perez,Yes
Wicked,2024,02/24/2025,4.0,8.0,Was scared to revisit but that 160 minute runtime flies by. Optimistic for part 2 tomorrow,Yes
Wicked: For Good,2025,12/03/2025,3.5,7.0,"Never thought I’d be campaigning for Ariana Grande to win an Oscar, but here we are. More than anything she embarrassed Michelle Yeoh’s sleepy ah performance",
Willy Wonka & the Chocolate Factory,1971,,,,,
Wind River,2017,03/14/2025,4.5,9.0,Disappointed with myself that I forgot to log this one,Yes
Wizards of Waverly Place: The Movie,2009,,,,,
Wolfs,2024,08/12/2025,3.0,6.0,"They almost died cause of a dance circle, wish I was making that up",
Wolfwalkers,2020,06/25/2025,4.0,8.0,Best Irish movie since Sing Street,Yes
Woman of the Hour,2023,02/04/2025,3.0,6.0,Tony Hale’s humor can’t even be stopped from a disturbing serial killer movie,
Won't You Be My Neighbor?,2018,07/15/2023,4.0,8.0,,Yes
Wonder Woman,2017,04/27/2021,2.0,4.0,,
Wonderwall,1968,08/05/2025,1.0,2.0,,
Wreck-It Ralph,2012,,,,,
Wyrmwood: Road of the Dead,2014,,,,,
X,2022,,,,,
X-Men,2000,,,,,
X-Men: Days of Future Past,2014,,,,,
X-Men: First Class,2011,,,,,
X-Men: The Last Stand,2006,,,,,
X2,2003,,,,,
Xtro,1982,04/29/2025,2.0,4.0,Some leftover alien script and family drama script got morphed together,
Yor: The Hunter from the Future,1983,07/17/2025,1.5,3.0,I feel like Dom watching this many bad movies,
You're Next,2011,10/11/2025,3.5,7.0,"I’m been itching for some good, bloody kills. Made a bit wonky but a fun time",Yes
Your Lucky Day,2023,09/16/2024,2.0,4.0,If the first hour was cut off it would be a very interesting short film,
Zathura: A Space Adventure,2005,,,,,
Zodiac,2007,08/14/2025,4.0,8.0,Should’ve arrested him based off watch alone,Yes
Zombieland,2009,,,,,
Zootopia,2016,,,,,
Zootopia 2,2025,01/11/2026,3.5,7.0,Wouldn’t be mad about 3 more of these if they’re all gonna be this funny,Yes
"tick, tick... BOOM!",2021,06/20/2023,3.0,6.0,,
